NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Gestão,EG,29533,Masculino,57,Portugal,Lisboa,Lisboa,True,2014.0,13.0,False,False,Outra situação,Outra situação,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,6.0,"Sou funcionario publico, docente da Faculdade de Economia da Universidade Joaquim Chissano de Maputo-Mocambique",,,Docente efetivo do estado mocambicano,"4, 2, 1",Devido ao nivel da reputação universidade internacionalmente,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Uma vez ter feitos todos os meus niveis no iscte sinto me privilegiado em ser estudante desde a Licenciatura, mestrado ate ao doutoramento em curso.",5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,No acompanhamento de reputacao de outros graduados do ISCTE,2.0,1.0,1.0,"9, 4, 11","Outros: para alem da falta da bolsa para o doutoramento, tem a ver com as despesas de viagens de Maputo-Lisboa, mas neste momento, a situacao fica minimizada uma vez que a parte curricular esta concluida, faltando me a parte de repetir a defesa do projecto, por ter sido realizado a defesa em do mesmo em 2012 e aprovado publicamente.","4, 1, 11",Outros: Por razoes de coopracao com outros PHD do ISCTE e  das outras instituicoes nacionais e internacionalmte reconhecidos,"4, 3","Um dos privilegios seria continuar a contribuir para investigacao fazer parte da equipa dos investigadores, quer no ISCTE, assim como ajudar a cooperar com Mocambique.",1.0,Gostaria de continuar a contribuir para a formacao no ensino superior,No ensino superior e Administracao publica como forma de contribuir o progresso da sociedade,['EG']
Doutoramento em Políticas Públicas,ESPP,88629,Masculino,46,Portugal,Lisboa,Lisboa,False,2008.0,,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Técnico Superior de Relações Internacionais,"5, 4, 3",,5.0,1.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,66.0,,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,66.0,,4.0,1.0,2.0,"7, 2, 1",,"7, 5, 1",,2,,2.0,,,['ESPP']
Doutoramento em Gestão Empresarial Aplicada,EG,137435,Feminino,41,China,Chendu,,False,2023.0,100.0,True,False,Ensino superior - Bacharelato,Ensino superior - Bacharelato,Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,3.0,"Because I have a stable source of income, I mainly want to improve my comprehensive qualities through learning",3.0,,2.0,,hospital management,"9, 4, 3",,4.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,,1.0,1.0,2.0,"8, 5",,"5, 4, 2",,"3, 1",,2.0,,The full scope of hospital management and business administration,['EG']
Doutoramento em Administração Pública,ESPP,100519,Feminino,40,Portugal,Lisboa,Lisboa,False,2009.0,15.0,False,False,Ensino superior - Licenciatura (Parte Terminal - Pré Bolonha),Ensino pós-graduado - Mestrado (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,5.0,"Instituição pública, atualmente não exerço grau de administração",Assistente hospitalar de Infeciologia,"5, 3, 1",,5.0,4.0,5.0,5.0,66.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,66.0,,4.0,5.0,5.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,66.0,,1.0,1.0,2.0,"5, 1",,"2, 1, 10",,2,,2.0,,,['ESPP']
Doutoramento em Administração Pública,ESPP,97176,Feminino,53,Portugal,Oeiras,Lisboa,False,2021.0,16.0,False,False,Ensino pós-graduado - Doutoramento (Pré Bolonha),Ensino pós-graduado - Doutoramento (Pré Bolonha),Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,3.0,nº reduzido bolsa de mérito,3.0,.,1.0,.,Gestora de ciência,"7, 4, 1",.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Instituição de excelência.,5.0,5.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,.,1.0,1.0,2.0,"7, 10",.,"4, 1",.,3,.,1.0,.,"docente, cargo direçao AP",['ESPP']
Doutoramento em Ciência Política,ESPP,133732,Feminino,30,Brasil,Gotemburgo,,False,2022.0,17.0,False,False,Ensino superior - Bacharelato,Especialização Pós Licenciatura / Pós Graduação,Trabalha por conta própria - independente (sem empregados),Trabalha por conta própria - independente (sem empregados),Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,2.0,,2.0,-,,,Estudante,"5, 2, 1",-,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,-,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,-,3.0,1.0,1.0,"5, 2, 10",-,"8, 7, 4",-,"4, 3",-,4.0,-,Em um instituto de pesquisa com projetos.,['ESPP']
Doutoramento em Gestão,EG,134827,Masculino,30,Portugal,Vila Nova de Gaia,Porto,False,2022.0,15.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta própria - (como empregador),Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,True,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,1.0,,Professor Universitário,"5, 3, 1",,5.0,4.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,66.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,66.0,,3.0,1.0,2.0,"5, 2, 1",,"5, 1, 11",,"3, 2",,3.0,,,['EG']
Doutoramento em Estudos Internacionais,ESPP,135287,Masculino,50,Portugal,Alcanena,Santarém,False,2021.0,16.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,"Gerente de sucursal, Gestor de Negocios","10, 5, 1",,5.0,4.0,66.0,66.0,66.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,66.0,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,66.0,,1.0,1.0,2.0,"7, 2, 1",,"5, 1, 11",,"5, 4","Numa atividade relacionada com a diplomacia na administração pública, à investigação académica na área do doutoramento, e como professor do ensino superior.",1.0,"Outros: administração pública, docência no ensino superior.","Profissional das áreas diplomáticas e de consultoria do serviço exterior da administração pública, investigador, corpo de negociadores internacionais, docência no ensino superior.",['ESPP']
Doutoramento em Ciências da Comunicação,ESPP,137568,Feminino,60,Portugal,Lisboa,Lisboa,False,1989.0,11.0,False,False,Licenciatura de Mestrado Integrado,Licenciatura de Mestrado Integrado,Outra situação,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Desempregado/a,Estudante sem bolsa,1.0,2.0,2.0,1.0,,4.0,,,,Jornalista,"2, 1, 12","Contribuir, com um estudo académico de grau superior, para um debate legislativo sobre a alteração da legislação da comunicação social",5.0,5.0,66.0,66.0,66.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,66.0,,5.0,5.0,4.0,4.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,66.0,,3.0,1.0,2.0,"9, 6, 5",,"1, 12, 11",,4,,1.0,,Docência e/ou investigação em laboratórios/observatórios de media,['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,136505,Feminino,28,Itália,Sao Jose dos Campos,,True,2023.0,2.35,False,False,Ensino médio,Ensino médio,Trabalha por conta de outrem,Desempregado/a,Ensino pós-graduado - Mestrado (Bolonha),Tarde,False,Desempregado/a,Estudante sem bolsa,1.0,2.0,2.0,2.0,,4.0,,,,Desempregada no momento,"5, 2, 1",,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,,3.0,1.0,2.0,"9, 8, 4",,"7, 10",,4,,1.0,,"Coo professora de ensino superior, investigadora de um centro de investigacao ou dentro de uma consultoria/organizacao sem fins lucrativos que realize um trabalho relacionado com meu doutoramento","['0503', 'ECSH', '1517']"
Doutoramento em Estudos Urbanos,ECSH; ESPP; 0902,139972,Masculino,50,Portugal,Alenquer,Lisboa,False,2002.0,15.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Técnico Superior,"9, 5, 6",,5.0,3.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,66.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,66.0,66.0,,4.0,1.0,2.0,"7, 10",,"5, 4",,2,,2.0,,,"['ECSH', 'ESPP', '0902']"
Doutoramento em Ciência Política,ESPP,133994,Masculino,44,Guiné Bissau,Safim,,True,2020.0,,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta de outrem,Trabalha por conta própria - (como empregador),Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,5.0,,Jurista,"4, 3, 1",,5.0,4.0,66.0,66.0,66.0,5.0,5.0,66.0,66.0,66.0,5.0,66.0,66.0,66.0,66.0,66.0,66.0,1.0,,5.0,5.0,66.0,66.0,66.0,66.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,,4.0,1.0,1.0,"4, 2, 1",,"7, 4, 10",,"4, 2",,1.0,,"Ensino superior, investigacao e consultorias",['ESPP']
Doutoramento em Antropologia (FCSH),ECSH; 0902,103479,Feminino,45,Brasil,Lisboa,Lisboa,True,2024.0,,,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino pós-graduado - Doutoramento (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,1.0,1.0,1.0,2.0,,1.0,,,,Mentora executiva e empreendedora,"2, 1, 6",,4.0,66.0,66.0,66.0,66.0,5.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,Inscrevi-me no doutoramento em Antropologia da NOVA FCSH e existe uma parceria entre as universidades.,5.0,5.0,66.0,66.0,66.0,66.0,5.0,5.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,Na realidade inscrevi-me no doutoramento em Antropologia da NOVA FCSH e existe uma parceria entre as universidades.,3.0,1.0,2.0,"7, 5, 4",,"5, 4, 1",,"3, 2",,1.0,,"Gostava de dar aulas, atuar como orientadora e também seguir o caminho de investigação.","['ECSH', '0902']"
Doutoramento em Serviço Social,ESPP,139990,Masculino,41,Portugal,Torres Vedras,Lisboa,False,2006.0,16.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,3.0,Trata-se do primeiro ano e considero que nesta fase tenho de conhecer em maior detalhe como todo o processo funciona.,3.0,,2.0,,Assistente Social,"5, 1, 6",,4.0,66.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,66.0,,4.0,4.0,4.0,4.0,4.0,66.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.0,,4.0,1.0,2.0,"7, 5, 2",,"4, 3, 1",,"4, 3",,1.0,,Docência; Centros de Investigação,['ESPP']
Doutoramento em Sociologia,ESPP,101596,Masculino,40,Angola,Vila Franca de Xira,Lisboa,True,2024.0,14.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Diploma de curso técnico superior profissional,Trabalha para pessoa de família sem receber remuneração,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,3.0,,Consultor Social do Consorcio francês BRLi/Sirius,"4, 2, 1",,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,,2.0,2.0,1.0,"4, 2, 1",,"4, 1, 12",,"3, 2",,3.0,Projetos Sociais Internacionais.,"Após o doutoramento, gostaria de me focar somente em Consultoria Social de projetos internacionais.",['ESPP']
Doutoramento em Sociologia,ESPP,120651,Feminino,24,Portugal,,,False,2025.0,16.0,False,False,Ensino médio,Ensino médio,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,2.0,,2.0,,,,Estudante de mestrado,"2, 1",,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,,3.0,1.0,2.0,6,,"5, 4",,4,,1.0,,Na área de investigação e enquanto docente.,['ESPP']
Doutoramento em Administração Pública,ESPP,98215,Feminino,48,Portugal,Lisboa,Lisboa,False,2024.0,16.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Outro,,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Gestora Hospitalar,"11, 9, 5, 3",,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,1.0,1.0,1.0,"9, 2, 1",,"8, 5, 4, 1",,"3, 2",,2.0,,,['ESPP']
Doutoramento em Finanças,EG,136160,Masculino,25,Portugal,Alenquer,Lisboa,False,2024.0,18.0,False,True,Ensino pós-graduado - Mestrado (Bolonha),Licenciatura de Mestrado Integrado,Trabalha por conta de outrem,Desempregado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,1.0,,3.0,,3.0,,Engenheiro de Analytics,"4, 3, 6",,3.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,66.0,,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,,3.0,1.0,2.0,"5, 2, 10",,"5, 3, 1",,"4, 3",,3.0,,Investigação Quantitative num fundo de investimento,['EG']
Doutoramento em Políticas Públicas,ESPP,138068,Feminino,48,Portugal,Lisboa,Lisboa,False,2008.0,18.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Técnico Superior Ciências Sociais (Política Social),"5, 4, 6",,5.0,3.0,66.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,66.0,,1.0,1.0,2.0,"2, 1",,"5, 4",,4,,2.0,,"Manter a atividade profissional na AP, mas colaborar em atividades de investigação.",['ESPP']
Doutoramento em Sociologia,ESPP,1415,Masculino,64,Portugal,Oeiras,Lisboa,False,2005.0,17.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Gestor na área da cultura/editorial,"4, 6",,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,66.0,66.0,4.0,4.0,3.0,3.0,66.0,Não se aplica,5.0,4.0,4.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,4.0,66.0,4.0,66.0,66.0,Não se aplica,3.0,1.0,2.0,2,,"5, 1",,4,,5.0,"Os sectores poderão ser tanto o ensino superior, como o sector do associativismo local.",Estarei disponível para colaborar na área de ensino e formação em diversos sectores de atividade nos domínios da investigação e desenvolvimento.,['ESPP']
Doutoramento em Administração Pública,ESPP,17899,Feminino,52,Portugal,Almada,Setúbal,False,2005.0,14.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino médio,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Auditora,"5, 1, 6",,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,,3.0,1.0,2.0,9,,"8, 4, 2",,"5, 3, 2","Continuação da investigação, motivada pelos resultados obtidos.",5.0,Gostaria de conjugar a atual atividade com a uma atividade integrada no ensino superior (investigadora/professora),Gostaria de ser consultora de entidades como a UE ou a WHO para temas específicos e conexos com o doutoramento.,['ESPP']
Doutoramento em Sociologia,ESPP,92392,Feminino,24,Portugal,Vila Franca de Xira,Lisboa,False,2025.0,17.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,1.0,,3.0,,1.0,,Assistente de Investigação,"10, 2, 1",,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,66.0,,3.0,1.0,2.0,"7, 6, 5",,"8, 1, 11",,"4, 3, 2",,1.0,,,['ESPP']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,138008,Feminino,44,Portugal,Lisboa,Lisboa,False,2017.0,15.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino Secundário - 12º ano de escolaridade ou equivalente,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,professora,"4, 2, 6",,5.0,5.0,66.0,66.0,66.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,,1.0,1.0,2.0,10,,"8, 4, 1",,"4, 3, 2",,2.0,,"Investigação, colaboração com instituições ligadas à área do doutoramento  ou lecionar no ensino superior",['ESPP']
Doutoramento em Estudos Urbanos,ECSH; ESPP; 0902,140057,Feminino,36,Portugal,Lisboa,Lisboa,False,2013.0,,False,False,Ensino pós-graduado - Mestrado (Pré Bolonha),Ensino pós-graduado - Mestrado (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,1.0,,3.0,,3.0,,Arquitecta,"4, 3, 2",,5.0,3.0,66.0,66.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,66.0,,1.0,1.0,1.0,"9, 2",,"8, 4",,3,,5.0,"Ensino superior, empresa privada e instuitiçoes privadas sem fins lucrativos.","Gostaria de continuar na area da arquitectura, mas que com o doutoramente a minha profissão e pratica se torne mais relevante e pertinente. Também considero fundamental pertencer a uma comunidade de investigadores e partilhar conhecimentos com a area da arquitectura, mas também com muitas outras disciplinas.","['ECSH', 'ESPP', '0902']"
Doutoramento em Ciência Política,ESPP,101561,Feminino,25,Portugal,Matosinhos,Porto,True,2023.0,19.0,False,False,Ensino pós-graduado - Doutoramento (Bolonha),Ensino pós-graduado - Doutoramento (Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,1.0,,Assistente de Investigação,"4, 2, 1",,3.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,66.0,,5.0,4.0,3.0,3.0,3.0,66.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,66.0,,2.0,1.0,2.0,"7, 6, 2",,"4, 1, 11",,"3, 2",,1.0,,"Gostaria de continuar a investigação e, caso seja possível, a docência. Em alternativa, também gostaria de trabalhar para organizações fora do meio académico.",['ESPP']
