NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Estudos Internacionais,ESPP,134466,Feminino,36,Turquia,Istanbul,,False,2023.0,3.85,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Ensino médio,Reformado/a,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,4.0,,,,Project officer and researcher,"4, 2, 1",,5.0,5.0,66.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,66.0,,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,66.0,,1.0,1.0,1.0,"9, 4",,"8, 7, 2, 12, 10",,"4, 3",,1.0,,I basically want to work in higher education to extend my research and take more action on the advocacy that I have been doing for several years.,['ESPP']
Doutoramento em Administração Pública,ESPP,17527,Feminino,48,Portugal,Lisboa,Lisboa,False,2002.0,16.0,False,False,Ensino pós-graduado - Mestrado (Bolonha),Diploma de curso técnico superior profissional,Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Bolseiros da FCT,1.0,2.0,2.0,3.0,foi-me atribuída uma bolsa Doutor FCT,3.0,,2.0,,Técnica superior especialista na DGAEP,"7, 5, 3",,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,66.0,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,66.0,,1.0,1.0,2.0,"7, 1",,"8, 5, 1",,2,,2.0,,prosseguir a minha atividada na AP Central,['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,10919,Feminino,51,Portugal,Mafra,Lisboa,False,2021.0,13.0,False,False,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Tarde,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Analista de finanças públicas,"7, 4, 3",,5.0,1.0,4.0,66.0,5.0,4.0,4.0,5.0,3.0,3.0,66.0,66.0,66.0,4.0,4.0,3.0,4.0,66.0,Era a única instituição com o meu curso,5.0,5.0,4.0,5.0,4.0,66.0,66.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,66.0,Sem resposta,4.0,1.0,1.0,"7, 2, 1",,"7, 4, 1",,2,,2.0,,"A minha atividade profissional já tem alguma ligação com a academia e gostaria de aprofundar. Gostaria de fazer alguma ligação adicional entre a área académica e as publicações da UTAO, disponíveis para o público em geral e deputados.","['0503', 'ECSH', '1517']"
Doutoramento em Ciência Política,ESPP,137984,Masculino,37,Nigéria,Jabi,,False,2013.0,,False,False,Licenciatura de Mestrado Integrado,Ensino superior - Bacharelato,Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,2.0,,"Higher Executive officer, level 9","4, 2, 1",,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,,4.0,1.0,2.0,"9, 2, 1",,"4, 1, 9",,"4, 2",,1.0,,"I will love to lecture and share my educational experience, knowledge 
I love to teach and share experience, discuss about political issues and banter about current affairs, issues",['ESPP']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,137598,Masculino,34,Nigéria,Abuja,,False,2023.0,2.64,False,False,Ensino médio,Ensino médio,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,4.0,,,,.,3,,5.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,.,2.0,1.0,2.0,"5, 4",,"8, 4, 1",,4,,3.0,,,['ISTA']
Doutoramento em Transições para a Sustentabilidade,ECSH; ESPP,137596,Feminino,50,Portugal,Oeiras,Lisboa,False,2011.0,15.0,False,True,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Diploma de curso técnico superior profissional,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado Integrado,,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Engenheira de Ambiente,"4, 2, 1",,5.0,5.0,66.0,66.0,4.0,5.0,5.0,5.0,66.0,66.0,5.0,4.0,4.0,66.0,3.0,4.0,66.0,66.0,,5.0,5.0,5.0,4.0,4.0,66.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,66.0,66.0,,3.0,1.0,2.0,"8, 2, 1",,"3, 2, 11",,3,,1.0,,Gostaria de poder trabalhar na vertente de ensino superior e em investigação,"['ECSH', 'ESPP']"
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,134784,Feminino,45,Portugal,Entroncamento,Santarém,True,2009.0,5.05,False,False,Diploma de curso técnico superior profissional,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Desempregado/a,Estudante sem bolsa,1.0,2.0,2.0,2.0,,4.0,,,,Professora de ensino básico e secundário,7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,2,,4,,2,,2.0,,Administração escolar,['ESPP']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,94054,Feminino,49,Portugal,Almada,Setúbal,False,2024.0,18.0,False,False,Diploma de curso técnico superior profissional,Ensino superior - Licenciatura (Pré Bolonha),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,3.0,Estou a trabalhar e creio que as bolsas estão reservadas apenas a estudantes a tempo inteiro.,3.0,,2.0,,Gestora de projetos - fundos europeus.,"7, 3, 6",,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,.,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,.,1.0,1.0,2.0,"9, 8, 1",,"7, 5, 1",,"4, 3, 2",,2.0,,,['ESPP']
Doutoramento em Políticas Públicas,ESPP,67472,Feminino,49,Portugal,Cascais,Lisboa,False,2016.0,18.0,False,True,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Diretora Editorial,"10, 4, 6",,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,66.0,,5.0,5.0,66.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,66.0,66.0,66.0,4.0,66.0,,4.0,1.0,2.0,"7, 2, 1",,"5, 4, 1",,"4, 1",,5.0,"Como não dá possibilidade de assinalar duas opções, escolhi outro. O meu objetivo seria ou continuar a trabalhar na área privada da edição ou se existisse possibilidade dentro da área da administração pública, ligada aos temas do livro e da leitura.","A minha atividade principal desde há anos é de edição de livros, sendo que tenho um interesse enorme - daí o doutoramento - nos temas teóricos e de aplicação prática, a nível institucional, acerca do livro e da leitura. Logo seria uma área onde gostaria de desenvolver atividade profissional.",['ESPP']
Doutoramento em Políticas Públicas,ESPP,134481,Feminino,46,Portugal,Sintra,Lisboa,False,2006.0,,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Técnica Superior da Administração Pública Central,"4, 3, 2",,5.0,4.0,66.0,66.0,66.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,66.0,,5.0,66.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,66.0,,3.0,1.0,2.0,"9, 5, 4",,"8, 7, 1",,"4, 3",,5.0,Conciliar o trabalho na administração pública com a hipótese de lecionar no ensino superior.,"Gostara de trabalhar no PLANAPP — Centro de Planeamento e de Avaliação de Políticas Públicas e lecionar no ensino superior, continuar a investigar.",['ESPP']
Doutoramento em Transições para a Sustentabilidade,ECSH; ESPP,74138,Feminino,49,Portugal,Loures,Lisboa,False,2018.0,17.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,1.0,,Técnica Superior (Gestora de Sustentabilidade),"5, 4, 3",,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,"Atualmente, disponho de condições pessoais e profissionais favoráveis para a realização do Doutoramento.",5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,"O Doutoramento, de natureza interdisciplinar, constitui uma oportunidade para elaborar uma tese diretamente relacionada com a minha prática profissional.",1.0,1.0,1.0,"7, 4, 2",,"8, 4, 9",,2,,1.0,,"Após o doutoramento, pretendo dedicar-me ao desenvolvimento e implementação de projetos de transição sustentável que promovam a integração entre instituições de Ensino Superior, comunidades locais e outras partes interessadas. O meu objetivo é contribuir para a construção de ecossistemas colaborativos que articulem investigação, políticas institucionais e práticas participativas, reforçando o impacto da academia na transformação sustentável da sociedade.","['ECSH', 'ESPP']"
Doutoramento em Ciências e Tecnologias da Informação,ISTA,137513,Feminino,24,França,Thorigné-Fouillard,,True,2024.0,14.0,False,False,Ensino superior - Bacharelato,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Trabalha por conta de outrem,Trabalha por conta de outrem,Outro,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,4.0,,1.0,,Optics engineer or phd in Optics,"7, 5, 2",,4.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,66.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,66.0,,2.0,1.0,2.0,8,,"5, 3, 10",,"4, 3",,1.0,,research engineer or researcher,['ISTA']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,137809,Feminino,47,Moçambique,Maputo,,True,2003.0,13.0,False,False,Ensino médio,Outra situação,Reformado/a,Outra situação,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,1.0,,3.0,,2.0,,Arquitecta e planificadora fisico,"11, 5, 1",,4.0,5.0,66.0,3.0,5.0,5.0,4.0,5.0,66.0,5.0,4.0,5.0,5.0,4.0,66.0,5.0,1.0,66.0,nao se aplica,5.0,2.0,5.0,4.0,5.0,66.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,66.0,66.0,nao se aplica,2.0,1.0,2.0,"4, 10",,"4, 1, 11",,"4, 3",,3.0,,"Gostaria de trabalhar em consultorias privada, para responder servicos da adminstracao publicao e organizacoes internacionais",['ISTA']
Doutoramento em Políticas Públicas,ESPP,137609,Feminino,63,Portugal,Lisboa,Lisboa,False,1992.0,16.0,False,False,Ensino superior - Licenciatura (Pré Bolonha),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,3.0,Porque tenho atividade profissional com uma remuneração elevada e porventura existirão outros candidatos com mais necessidade.,3.0,,5.0,Autoridade administrativa independente (regulador) - Autoridade da Mobilidade e doa Transportes,Presidente do Conselho de Administração,"5, 2, 6",,4.0,66.0,66.0,66.0,66.0,4.0,4.0,4.0,66.0,3.0,66.0,4.0,4.0,4.0,3.0,3.0,3.0,66.0,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,66.0,4.0,3.0,3.0,66.0,,1.0,1.0,1.0,7,,"4, 1",,1,,5.0,Atividade regulatória.,Planeamento e regulação da mobilidade e transportes.,['ESPP']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,136309,Feminino,47,Portugal,Sintra,Lisboa,False,2018.0,,True,False,Diploma de Especialização Tecnológica,Ensino superior - Licenciatura (Parte Terminal - Pré Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,True,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,1.0,,,,Professora do ensino básico e secundário,"5, 3, 1",,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,"7, 2, 1",,"4, 12, 10",,"4, 3, 2",,2.0,,"Administração pública e ensino superior, alteração e gestão de currículos escolares, didáticas aplicadas às áreas de ensino, saberes integrados entre disciplinas.",['ESPP']
Doutoramento em Administração Pública,ESPP,139949,Masculino,43,Portugal,Vila Franca de Xira,Lisboa,True,2013.0,13.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Desconhecido,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Inspetor tributário,"5, 4, 1",,4.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,Não se aplica,5.0,5.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,Não se aplica,4.0,1.0,1.0,"5, 2, 10",,"5, 4, 1",,"2, 1",,2.0,,Prefiro continua como i ipetor tributario,['ESPP']
Doutoramento em Serviço Social,ESPP,135706,Feminino,50,Portugal,Loures,Lisboa,False,2000.0,,True,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,1.0,2.0,,3.0,,4.0,,Assistente Social / Mediador Familiar,"5, 3, 1",,5.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Espaço seguro e com possibilidade de contacto com redes internacionais de conhecimento,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Pela estrutura letiva  versus objetivo do estudo,4.0,1.0,2.0,"9, 4",,"4, 1",,"3, 2",,1.0,,Gostaria de Lecionar no Ensino Superior,['ESPP']
Doutoramento em Antropologia (FCSH),ECSH; 0902,121576,Feminino,31,Rússia,Lourinhã,Lisboa,True,2021.0,19.0,,False,Ensino pós-graduado - Mestrado (Pré Bolonha),Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta própria - independente (sem empregados),Ensino superior - Licenciatura (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,3.0,1.0,2.0,2.0,,2.0,,,,Estudante,"4, 3, 2",,66.0,66.0,4.0,4.0,66.0,4.0,4.0,4.0,4.0,66.0,66.0,66.0,66.0,4.0,66.0,4.0,66.0,66.0,,4.0,4.0,66.0,4.0,66.0,5.0,66.0,66.0,4.0,4.0,66.0,66.0,66.0,66.0,66.0,,1.0,1.0,2.0,"9, 4",,"8, 6, 1",,4,,1.0,,,"['ECSH', '0902']"
"Doutoramento em História, Estudos de Segurança e Defesa",ESPP,109259,Masculino,24,Portugal,Arruda dos Vinhos,Lisboa,False,2024.0,17.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,Consultor/Gestor de Contratos Públicos,"10, 4, 6",,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,66.0,,5.0,4.0,4.0,4.0,3.0,66.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,66.0,,2.0,1.0,1.0,"5, 4, 2",,"5, 1, 11",,2,,3.0,,Uma atividade profissional que me desafie e me permita aplicar o meu conhecimento.,['ESPP']
Doutoramento em Gestão,EG,136508,Masculino,44,Irão,Budapest,,False,2024.0,19.0,False,False,Ensino médio,Ensino superior - Bacharelato,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EG']
Doutoramento em Psicologia,ECSH,121253,Masculino,30,Estados Unidos,,,False,2016.0,19.0,False,False,Ensino superior - Bacharelato,Ensino superior - Bacharelato,Reformado/a,Trabalha por conta de outrem,Ensino superior - Bacharelato,Manhã,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,2.0,,1.0,,,,Web Developer,"7, 2, 6",,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,1.0,2.0,"9, 2, 1",,"2, 1, 9",,3,,4.0,,,['ECSH']
Doutoramento em Políticas Públicas,ESPP,107628,Feminino,32,Moçambique,Lisboa,Lisboa,False,2024.0,17.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Trabalha por conta de outrem,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,1.0,2.0,,3.0,,1.0,,Gestora financeira,"5, 4, 2",,5.0,4.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,66.0,,1.0,1.0,2.0,"9, 8, 5",,"8, 4, 1",,"4, 3",,1.0,,Gostava de trabalhar como investigadora e especialista em avaliação de políticas públicas.,['ESPP']
Doutoramento em Antropologia (FCSH),ECSH; 0902,138431,Feminino,41,Portugal,Terras de Bouro,Braga,True,2006.0,12.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino médio,Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta própria - (como empregador),Estudante sem bolsa,1.0,1.0,2.0,2.0,,3.0,,3.0,,gerente,"5, 4, 6",,66.0,66.0,66.0,66.0,4.0,4.0,4.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,3.0,,5.0,5.0,4.0,5.0,66.0,3.0,3.0,66.0,5.0,5.0,66.0,66.0,66.0,66.0,4.0,,1.0,1.0,2.0,"7, 4, 2",,"5, 3, 1",,1,,3.0,,"Valorização de atividades relacionadas com o Património  Cultural Imaterial, social e ecomicamente,","['ECSH', '0902']"
Doutoramento em Ciências da Comunicação,ESPP,133640,Feminino,25,Portugal,Lisboa,Lisboa,False,2024.0,16.0,False,False,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Desempregado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ESPP']
Doutoramento em Serviço Social,ESPP,135080,Feminino,25,Portugal,Ourém,Santarém,False,2023.0,16.0,False,True,Diploma de Especialização Tecnológica,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta própria - (como empregador),Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,4.0,,Assistente Social - Diretora Técnica,"5, 1, 6",,4.0,5.0,66.0,66.0,66.0,5.0,5.0,4.0,66.0,4.0,5.0,4.0,5.0,4.0,66.0,1.0,66.0,66.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,66.0,66.0,,4.0,2.0,2.0,"8, 7, 2",,"5, 4, 10",,4,,1.0,,"Gostaria de ingressar no ensino superior, conciliando com a atividade profissional atual, que ficará mais enriquecida com os conhecimentos adquiridos neste programa de doutoramento.",['ESPP']
Doutoramento em Políticas Públicas,ESPP,134657,Masculino,41,Portugal,Cascais,Lisboa,False,2009.0,17.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,5.0,Setor Empresarial do Estado,Comandante de Linha Aérea,"9, 5, 1",,5.0,4.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,66.0,,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,66.0,,1.0,1.0,2.0,"6, 5, 2, 1",,"5, 4, 1",,2,,1.0,,"Gostaria de lecionar e acompanhar trabalhos de investigação na área das ciência política e políticas públicas associadas ao setor dos transportes, com especial enfoque na aviação.",['ESPP']
